run,type,module,name,attrname,attrvalue,value
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-0-20240428-16:41:48-11296,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-0-20240428-16:41:48-11296,param,Supermarket.balancer,typename,,,"""Balancer"""
General-0-20240428-16:41:48-11296,param,Supermarket.balancer,cashier_count,,,4
General-0-20240428-16:41:48-11296,param,Supermarket.balancer,use_random_strategy,,,true
General-0-20240428-16:41:48-11296,param,Supermarket,typename,,,"""Supermarket"""
General-0-20240428-16:41:48-11296,param,Supermarket,cashier_count,,,4
General-1-20240428-16:41:48-11296,param,Supermarket.generator,typename,,,"""Generator"""
General-1-20240428-16:41:48-11296,param,Supermarket.generator,min_item_count,,,1
General-1-20240428-16:41:48-11296,param,Supermarket.generator,max_item_count,,,25
General-1-20240428-16:41:48-11296,param,Supermarket.generator,min_customer_spawn_time,,,5
General-1-20240428-16:41:48-11296,param,Supermarket.generator,max_customer_spawn_time,,,6
General-1-20240428-16:41:48-11296,param,Supermarket.generator,rounds,,,1000
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-1-20240428-16:41:48-11296,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-1-20240428-16:41:48-11296,param,Supermarket.balancer,typename,,,"""Balancer"""
General-1-20240428-16:41:48-11296,param,Supermarket.balancer,cashier_count,,,4
General-1-20240428-16:41:48-11296,param,Supermarket.balancer,use_random_strategy,,,true
General-1-20240428-16:41:48-11296,param,Supermarket,typename,,,"""Supermarket"""
General-1-20240428-16:41:48-11296,param,Supermarket,cashier_count,,,4
General-2-20240428-16:41:48-11296,param,Supermarket.generator,typename,,,"""Generator"""
General-2-20240428-16:41:48-11296,param,Supermarket.generator,min_item_count,,,1
General-2-20240428-16:41:48-11296,param,Supermarket.generator,max_item_count,,,25
General-2-20240428-16:41:48-11296,param,Supermarket.generator,min_customer_spawn_time,,,5
General-2-20240428-16:41:48-11296,param,Supermarket.generator,max_customer_spawn_time,,,6
General-2-20240428-16:41:48-11296,param,Supermarket.generator,rounds,,,1000
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-2-20240428-16:41:48-11296,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-2-20240428-16:41:48-11296,param,Supermarket.balancer,typename,,,"""Balancer"""
General-2-20240428-16:41:48-11296,param,Supermarket.balancer,cashier_count,,,4
General-2-20240428-16:41:48-11296,param,Supermarket.balancer,use_random_strategy,,,true
General-2-20240428-16:41:48-11296,param,Supermarket,typename,,,"""Supermarket"""
General-2-20240428-16:41:48-11296,param,Supermarket,cashier_count,,,4
General-3-20240428-16:41:49-11296,param,Supermarket.generator,typename,,,"""Generator"""
General-3-20240428-16:41:49-11296,param,Supermarket.generator,min_item_count,,,1
General-3-20240428-16:41:49-11296,param,Supermarket.generator,max_item_count,,,25
General-3-20240428-16:41:49-11296,param,Supermarket.generator,min_customer_spawn_time,,,5
General-3-20240428-16:41:49-11296,param,Supermarket.generator,max_customer_spawn_time,,,6
General-3-20240428-16:41:49-11296,param,Supermarket.generator,rounds,,,1000
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-3-20240428-16:41:49-11296,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-3-20240428-16:41:49-11296,param,Supermarket.balancer,typename,,,"""Balancer"""
General-3-20240428-16:41:49-11296,param,Supermarket.balancer,cashier_count,,,4
General-3-20240428-16:41:49-11296,param,Supermarket.balancer,use_random_strategy,,,true
General-3-20240428-16:41:49-11296,param,Supermarket,typename,,,"""Supermarket"""
General-3-20240428-16:41:49-11296,param,Supermarket,cashier_count,,,4
General-4-20240428-16:41:48-11295,param,Supermarket.generator,typename,,,"""Generator"""
General-4-20240428-16:41:48-11295,param,Supermarket.generator,min_item_count,,,1
General-4-20240428-16:41:48-11295,param,Supermarket.generator,max_item_count,,,25
General-4-20240428-16:41:48-11295,param,Supermarket.generator,min_customer_spawn_time,,,5
General-4-20240428-16:41:48-11295,param,Supermarket.generator,max_customer_spawn_time,,,6
General-4-20240428-16:41:48-11295,param,Supermarket.generator,rounds,,,1000
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-4-20240428-16:41:48-11295,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-4-20240428-16:41:48-11295,param,Supermarket.balancer,typename,,,"""Balancer"""
General-4-20240428-16:41:48-11295,param,Supermarket.balancer,cashier_count,,,4
General-4-20240428-16:41:48-11295,param,Supermarket.balancer,use_random_strategy,,,true
General-4-20240428-16:41:48-11295,param,Supermarket,typename,,,"""Supermarket"""
General-4-20240428-16:41:48-11295,param,Supermarket,cashier_count,,,4
General-5-20240428-16:41:48-11295,param,Supermarket.generator,typename,,,"""Generator"""
General-5-20240428-16:41:48-11295,param,Supermarket.generator,min_item_count,,,1
General-5-20240428-16:41:48-11295,param,Supermarket.generator,max_item_count,,,25
General-5-20240428-16:41:48-11295,param,Supermarket.generator,min_customer_spawn_time,,,5
General-5-20240428-16:41:48-11295,param,Supermarket.generator,max_customer_spawn_time,,,6
General-5-20240428-16:41:48-11295,param,Supermarket.generator,rounds,,,1000
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-5-20240428-16:41:48-11295,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-5-20240428-16:41:48-11295,param,Supermarket.balancer,typename,,,"""Balancer"""
General-5-20240428-16:41:48-11295,param,Supermarket.balancer,cashier_count,,,4
General-5-20240428-16:41:48-11295,param,Supermarket.balancer,use_random_strategy,,,true
General-5-20240428-16:41:48-11295,param,Supermarket,typename,,,"""Supermarket"""
General-5-20240428-16:41:48-11295,param,Supermarket,cashier_count,,,4
General-6-20240428-16:41:48-11295,param,Supermarket.generator,typename,,,"""Generator"""
General-6-20240428-16:41:48-11295,param,Supermarket.generator,min_item_count,,,1
General-6-20240428-16:41:48-11295,param,Supermarket.generator,max_item_count,,,25
General-6-20240428-16:41:48-11295,param,Supermarket.generator,min_customer_spawn_time,,,5
General-6-20240428-16:41:48-11295,param,Supermarket.generator,max_customer_spawn_time,,,6
General-6-20240428-16:41:48-11295,param,Supermarket.generator,rounds,,,1000
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-6-20240428-16:41:48-11295,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-6-20240428-16:41:48-11295,param,Supermarket.balancer,typename,,,"""Balancer"""
General-6-20240428-16:41:48-11295,param,Supermarket.balancer,cashier_count,,,4
General-6-20240428-16:41:48-11295,param,Supermarket.balancer,use_random_strategy,,,true
General-6-20240428-16:41:48-11295,param,Supermarket,typename,,,"""Supermarket"""
General-6-20240428-16:41:48-11295,param,Supermarket,cashier_count,,,4
General-7-20240428-16:41:49-11295,param,Supermarket.generator,typename,,,"""Generator"""
General-7-20240428-16:41:49-11295,param,Supermarket.generator,min_item_count,,,1
General-7-20240428-16:41:49-11295,param,Supermarket.generator,max_item_count,,,25
General-7-20240428-16:41:49-11295,param,Supermarket.generator,min_customer_spawn_time,,,5
General-7-20240428-16:41:49-11295,param,Supermarket.generator,max_customer_spawn_time,,,6
General-7-20240428-16:41:49-11295,param,Supermarket.generator,rounds,,,1000
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-7-20240428-16:41:49-11295,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-7-20240428-16:41:49-11295,param,Supermarket.balancer,typename,,,"""Balancer"""
General-7-20240428-16:41:49-11295,param,Supermarket.balancer,cashier_count,,,4
General-7-20240428-16:41:49-11295,param,Supermarket.balancer,use_random_strategy,,,true
General-7-20240428-16:41:49-11295,param,Supermarket,typename,,,"""Supermarket"""
General-7-20240428-16:41:49-11295,param,Supermarket,cashier_count,,,4
General-8-20240428-16:41:48-11298,param,Supermarket.generator,typename,,,"""Generator"""
General-8-20240428-16:41:48-11298,param,Supermarket.generator,min_item_count,,,1
General-8-20240428-16:41:48-11298,param,Supermarket.generator,max_item_count,,,25
General-8-20240428-16:41:48-11298,param,Supermarket.generator,min_customer_spawn_time,,,5
General-8-20240428-16:41:48-11298,param,Supermarket.generator,max_customer_spawn_time,,,6
General-8-20240428-16:41:48-11298,param,Supermarket.generator,rounds,,,1000
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-8-20240428-16:41:48-11298,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-8-20240428-16:41:48-11298,param,Supermarket.balancer,typename,,,"""Balancer"""
General-8-20240428-16:41:48-11298,param,Supermarket.balancer,cashier_count,,,4
General-8-20240428-16:41:48-11298,param,Supermarket.balancer,use_random_strategy,,,true
General-8-20240428-16:41:48-11298,param,Supermarket,typename,,,"""Supermarket"""
General-8-20240428-16:41:48-11298,param,Supermarket,cashier_count,,,4
General-9-20240428-16:41:48-11298,param,Supermarket.generator,typename,,,"""Generator"""
General-9-20240428-16:41:48-11298,param,Supermarket.generator,min_item_count,,,1
General-9-20240428-16:41:48-11298,param,Supermarket.generator,max_item_count,,,25
General-9-20240428-16:41:48-11298,param,Supermarket.generator,min_customer_spawn_time,,,5
General-9-20240428-16:41:48-11298,param,Supermarket.generator,max_customer_spawn_time,,,6
General-9-20240428-16:41:48-11298,param,Supermarket.generator,rounds,,,1000
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[0],typename,,,"""Cashier"""
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[0],min_time_per_item,,,0.5
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[0],max_time_per_item,,,2
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[1],typename,,,"""Cashier"""
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[1],min_time_per_item,,,0.5
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[1],max_time_per_item,,,2
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[2],typename,,,"""Cashier"""
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[2],min_time_per_item,,,0.5
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[2],max_time_per_item,,,2
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[3],typename,,,"""Cashier"""
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[3],min_time_per_item,,,0.5
General-9-20240428-16:41:48-11298,param,Supermarket.cashiers[3],max_time_per_item,,,2
General-9-20240428-16:41:48-11298,param,Supermarket.balancer,typename,,,"""Balancer"""
General-9-20240428-16:41:48-11298,param,Supermarket.balancer,cashier_count,,,4
General-9-20240428-16:41:48-11298,param,Supermarket.balancer,use_random_strategy,,,true
General-9-20240428-16:41:48-11298,param,Supermarket,typename,,,"""Supermarket"""
General-9-20240428-16:41:48-11298,param,Supermarket,cashier_count,,,4
